,136375BQ4 Corp,278058DB5 Corp,29736RAC4 Corp,20030NAV3 Corp,209111ES8 Corp,773903AE9 Corp,EG6454136 Corp,78409VAB0 Corp,665501AG7 Corp,26882PBE1 Corp,927804FB5 Corp,875127AW2 Corp,45138LAT0 Corp,195869AL6 Corp,010284AN7 Corp,373334GC9 Corp,291641BA5 Corp,90131HBK0 Corp,958587BG1 Corp,15405EAH1 Corp,826418BE4 Corp,20765QAK1 Corp,455434BL3 Corp,035229DC4 Corp,26442CAA2 Corp,59562VAP2 Corp,36962G3A0 Corp,172967EC1 Corp,59022CAJ2 Corp,74432QBD6 Corp
2016-01-12 00:00:00,49.398,116.934,124.059,132.626,127.485,127.419,49.398,116.267,110.851,49.398,49.398,49.398,49.398,115.978,114.117,110.862,115.776,113.224,49.398,49.398,49.398,49.398,49.398,120.984,122.668,117.573,127.924,49.398,114.278,49.398
2016-01-13 00:00:00,46.968,117.109,124.132,132.134,127.689,127.623,46.968,116.451,111.223,46.968,46.968,46.968,46.968,117.073,114.672,111.041,116.398,112.61,46.968,46.968,46.968,46.968,46.968,120.898,123.514,116.696,128.851,46.968,113.878,46.968
2016-01-14 00:00:00,49.014,117.083,123.931,131.866,127.605,127.596,49.014,116.42,110.804,49.014,49.014,49.014,49.014,115.101,114.671,111.017,116.162,112.384,49.014,49.014,49.014,49.014,49.014,120.354,123.471,115.725,127.881,49.014,113.022,49.014
2016-01-15 00:00:00,46.25,117.603,124.906,132.191,127.878,128.605,46.25,117.288,110.818,46.25,46.25,46.25,46.25,114.725,115.182,111.873,118.08,112.162,46.25,46.25,46.25,46.25,46.25,120.452,124.112,116.453,127.953,46.25,113.151,46.25
2016-01-19 00:00:00,43.691,117.39,124.677,131.807,127.453,128.368,43.691,117.07,110.588,43.691,43.691,43.691,43.691,114.141,115.025,111.672,117.941,113.091,43.691,43.691,43.691,43.691,43.691,120.52,123.882,115.826,127.479,43.691,112.746,43.691
2016-01-20 00:00:00,41.743,117.955,125.669,131.663,127.799,129.403,41.743,117.956,111.392,41.743,41.743,41.743,41.743,114.811,115.906,112.094,118.81,112.446,41.743,41.743,41.743,41.743,41.743,119.587,124.866,116.864,128.301,41.743,112.549,41.743
2016-01-21 00:00:00,43.392,117.14,124.788,131.618,126.907,128.486,43.392,117.179,110.042,43.392,43.392,43.392,43.392,114.754,115.282,111.309,118.35,111.493,43.392,43.392,43.392,43.392,43.392,118.9,121.165,116.056,126.936,43.392,112.828,43.392
2016-01-22 00:00:00,45.624,116.86,124.092,132.073,126.605,128.168,45.624,116.909,109.467,45.624,45.624,45.624,45.624,114.931,115.171,111.049,117.938,110.242,45.624,45.624,45.624,45.624,45.624,119.136,120.931,115.871,127.194,45.624,112.372,45.624
2016-01-25 00:00:00,45.94,117.496,124.775,131.884,126.999,128.875,45.94,117.411,109.775,45.94,45.94,45.94,45.94,115.243,115.434,111.648,118.149,109.302,45.94,45.94,45.94,45.94,45.94,119.917,121.584,116.154,129.094,45.94,112.967,45.94
2016-01-26 00:00:00,45.701,117.646,124.933,131.735,126.957,129.04,45.701,117.555,109.927,45.701,45.701,45.701,45.701,116.032,115.622,111.791,118.239,108.992,45.701,45.701,45.701,45.701,45.701,120.046,121.833,115.758,127.461,45.701,112.721,45.701
2016-01-27 00:00:00,45.86,117.003,124.59,131.371,126.61,128.688,45.86,113.272,109.7,45.86,45.86,45.86,45.86,115.758,115.375,111.495,118.094,108.801,45.86,45.86,45.86,45.86,45.86,120.201,121.512,115.545,127.799,45.86,112.835,45.86
2016-01-28 00:00:00,46.254,117.26,124.859,130.952,126.476,128.969,46.254,113.297,109.868,46.254,46.254,46.254,46.254,116.03,115.38,111.725,118.144,106.358,46.254,46.254,46.254,46.254,46.254,120.246,121.766,115.927,128.021,46.254,112.993,46.254
2016-01-29 00:00:00,47.504,118.169,125.846,131.072,127.461,129.989,47.504,113.908,110.683,47.504,47.504,47.504,47.504,116.669,116.063,112.599,119.003,107.368,47.504,47.504,47.504,47.504,47.504,121.177,122.713,116.7,128.288,47.504,114.43,47.504
2016-02-01 00:00:00,46.082,117.768,125.412,130.625,126.997,129.541,46.082,113.539,110.539,46.082,46.082,46.082,46.082,116.403,115.529,112.22,118.704,107.248,46.082,46.082,46.082,46.082,46.082,122.204,122.295,116.611,128.155,46.082,112.738,46.082
2016-02-02 00:00:00,45.382,119.407,127.184,131.849,128.761,131.382,45.382,115.026,111.463,45.382,45.382,45.382,45.382,116.217,115.789,113.782,119.801,108.16,45.382,45.382,45.382,45.382,45.382,123.839,123.995,117.99,129.481,45.382,112.634,45.382
2016-02-03 00:00:00,45.129,118.468,123.635,130.441,127.854,130.833,45.129,114.6,111.566,45.129,45.129,45.129,45.129,116.46,116.255,113.321,119.781,107.344,45.129,45.129,45.129,45.129,45.129,123.034,123.497,116.872,127.938,45.129,112.489,45.129
2016-02-04 00:00:00,46.567,118.375,123.489,131.818,128.166,130.722,46.567,114.166,111.035,46.567,46.567,46.567,46.567,115.492,115.748,113.235,119.339,106.928,46.567,46.567,46.567,46.567,46.567,122.92,123.404,117.033,128.075,46.567,111.796,46.567
2016-02-05 00:00:00,45.748,118.218,123.337,132.086,128.106,130.551,45.748,114.02,110.969,45.748,45.748,45.748,45.748,116.581,115.736,113.586,119.409,106.378,45.748,45.748,45.748,45.748,45.748,122.901,123.176,116.726,127.892,45.748,111.962,45.748
2016-02-08 00:00:00,44.832,119.605,124.791,132.849,129.345,132.116,44.832,115.276,111.911,44.832,44.832,44.832,44.832,117.25,117.024,114.913,120.717,107.233,44.832,44.832,44.832,44.832,44.832,124.169,124.616,118.077,129.251,44.832,110.775,44.832
2016-02-09 00:00:00,44.4,120.175,125.343,132.662,129.727,132.762,44.4,115.791,112.451,44.4,44.4,44.4,44.4,117.456,117.574,115.46,121.364,107.45,44.4,44.4,44.4,44.4,44.4,124.427,125.205,118.008,129.018,44.4,109.253,44.4
2016-02-10 00:00:00,43.093,121.6,126.852,133.87,130.885,134.389,43.093,117.085,113.115,43.093,43.093,43.093,43.093,118.093,117.803,116.51,121.942,108.356,43.093,43.093,43.093,43.093,43.093,125.605,126.666,119.767,130.93,43.093,111.151,43.093
2016-02-11 00:00:00,40.342,121.533,127.734,133.094,130.377,135.338,40.342,117.855,114.486,40.342,40.342,40.342,40.342,120.069,118.318,116.556,122.941,108.299,40.342,40.342,40.342,40.342,40.342,124.332,127.563,118.482,130.023,40.342,107.382,40.342
2016-02-12 00:00:00,42.289,119.693,125.791,131.711,128.41,133.238,42.289,116.169,112.933,42.289,42.289,42.289,42.289,119.354,117.363,114.804,121.543,106.45,42.289,42.289,42.289,42.289,42.289,123.061,125.524,116.737,128.339,42.289,105.529,42.289
2016-02-16 00:00:00,42.615,119.344,125.387,131.444,127.71,132.835,42.615,115.858,111.357,42.615,42.615,42.615,42.615,118.476,116.401,114.479,120.503,105.968,42.615,42.615,42.615,42.615,42.615,122.721,125.16,116.393,128.055,42.615,105.964,42.615
2016-02-17 00:00:00,43.461,118.564,124.56,131.504,127.118,131.941,43.461,115.143,110.433,43.461,43.461,43.461,43.461,118.052,115.563,113.728,120.498,105.372,43.461,43.461,43.461,43.461,43.461,122.714,124.339,116.178,127.847,43.461,107.564,43.461
2016-02-18 00:00:00,42.702,119.528,125.577,131.701,128.246,133.037,42.702,116.029,110.738,42.702,42.702,42.702,42.702,118.353,115.796,114.648,120.489,106.093,42.702,42.702,42.702,42.702,42.702,123.779,125.342,117.439,129.737,42.702,108.854,42.702
2016-02-19 00:00:00,42.839,119.414,125.458,131.755,128.123,132.91,42.839,115.919,110.978,42.839,42.839,42.839,42.839,118.657,115.969,114.54,120.475,106.462,42.839,42.839,42.839,42.839,42.839,123.627,125.223,117.829,130.039,42.839,107.969,42.839
2016-02-22 00:00:00,43.908,119.356,124.328,132.126,128.06,132.843,43.908,115.866,111.09,43.908,43.908,43.908,43.908,118.747,116.064,114.484,120.449,106.48,43.908,43.908,43.908,43.908,43.908,123.641,124.893,118.886,129.957,43.908,109.07,43.908
2016-02-23 00:00:00,42.588,119.984,124.998,132.789,128.722,133.562,42.588,115.466,109.954,42.588,42.588,42.588,42.588,118.824,115.593,114.535,120.381,107.075,42.588,42.588,42.588,42.588,42.588,125.086,125.554,120.104,130.535,42.588,109.405,42.588
2016-02-24 00:00:00,41.646,119.633,124.621,132.58,128.037,133.155,41.646,115.11,111.211,41.646,41.646,41.646,41.646,119.7,116.215,114.195,120.196,106.554,41.646,41.646,41.646,41.646,41.646,124.464,125.178,118.664,129.963,41.646,108.682,41.646
2016-02-25 00:00:00,42.873,120.186,125.202,133.571,128.448,133.77,42.873,115.617,111.529,42.873,42.873,42.873,42.873,119.766,116.123,114.717,120.079,107.367,42.873,42.873,42.873,42.873,42.873,124.63,125.455,118.984,130.236,42.873,109.358,42.873
2016-02-26 00:00:00,43.8,119.555,124.539,133.184,127.776,133.065,43.8,115.049,111.082,43.8,43.8,43.8,43.8,117.241,115.638,114.121,119.199,107.851,43.8,43.8,43.8,43.8,43.8,123.512,124.803,118.509,129.843,43.8,109.306,43.8
2016-02-29 00:00:00,46.045,119.791,124.783,133.904,128.128,133.335,46.045,115.266,111.302,46.045,46.045,46.045,46.045,118.693,115.596,114.354,119.213,108.456,46.045,46.045,46.045,46.045,46.045,123.48,124.952,119.06,130.022,46.045,109.604,46.045
2016-03-01 00:00:00,47.154,118.668,123.61,133.111,126.982,132.06,47.154,114.244,110.549,47.154,47.154,47.154,47.154,117.881,113.759,113.295,118.397,107.836,47.154,47.154,47.154,47.154,47.154,122.32,123.778,117.952,128.734,47.154,108.736,47.154
2016-03-02 00:00:00,49.486,118.543,123.455,133.57,127.511,131.917,49.486,114.126,110.346,49.486,49.486,49.486,49.486,119.593,113.702,113.685,118.001,109.076,49.486,49.486,49.486,49.486,49.486,122.85,123.562,118,129.453,49.486,109.314,49.486
2016-03-03 00:00:00,50.964,118.667,123.591,133.697,127.65,132.078,50.964,114.238,110.44,50.964,50.964,50.964,50.964,119.312,113.717,113.815,117.284,109.527,50.964,50.964,50.964,50.964,50.964,123.016,123.775,118.196,129.596,50.964,109.385,50.964
2016-03-04 00:00:00,54.215,118.003,122.891,133.786,126.942,131.305,54.215,114.043,110.364,54.215,54.215,54.215,54.215,118.874,114.271,113.168,117.149,110.027,54.215,54.215,54.215,54.215,54.215,123.433,123.112,117.932,129.503,54.215,109.292,54.215
2016-03-07 00:00:00,57.113,118.083,122.583,134.291,126.808,130.953,57.113,113.763,110.354,57.113,57.113,57.113,57.113,119.355,114.177,113.348,116.573,110.206,57.113,57.113,57.113,57.113,57.113,123.4,122.947,118.104,129.612,57.113,109.292,57.113
2016-03-08 00:00:00,55.593,119.608,123.644,136.455,127.961,132.107,55.593,114.689,111.382,55.593,55.593,55.593,55.593,120.182,115.217,114.645,117.158,111.637,55.593,55.593,55.593,55.593,55.593,124.438,124.031,119.367,130.745,55.593,109.929,55.593
2016-03-09 00:00:00,54.199,119.184,123.279,135.969,127.658,130.027,54.199,114.784,111.218,54.199,54.199,54.199,54.199,119.943,114.702,114.239,116.295,110.926,54.199,54.199,54.199,54.199,54.199,124.217,123.681,118.756,129.976,54.199,109.768,54.199
2016-03-10 00:00:00,55.646,118.891,122.797,136.907,128.398,129.361,55.646,114.229,111.049,55.646,55.646,55.646,55.646,119.26,114.724,114.053,115.915,111.657,55.646,55.646,55.646,55.646,55.646,123.653,124.424,118.584,129.944,55.646,109.73,55.646
2016-03-11 00:00:00,55.132,117.849,121.765,136.964,127.023,128.201,55.132,113.283,110.774,55.132,55.132,55.132,55.132,119.933,114.525,113.252,115.136,111.612,55.132,55.132,55.132,55.132,55.132,123.117,123.468,118.758,130.145,55.132,110.834,55.132
2016-03-14 00:00:00,55.028,118.203,122.131,137.907,127.419,128.593,55.028,114.304,111.509,55.028,55.028,55.028,55.028,122.182,114.833,113.804,115.537,109.943,55.028,55.028,55.028,55.028,55.028,125.485,124.575,119.474,131.822,55.028,111.715,55.028
2016-03-15 00:00:00,55.069,118.567,121.886,138.287,127.821,128.329,55.069,114.084,111.838,55.069,55.069,55.069,55.069,120.625,114.361,113.592,115.186,114.279,55.069,55.069,55.069,55.069,55.069,124.372,124.679,119.528,131.121,55.069,111.802,55.069
2016-03-15 00:00:00,55.069,118.567,121.886,138.287,127.821,128.329,100.569,114.084,111.838,55.069,55.069,55.069,55.069,120.625,114.361,113.592,115.186,114.279,55.069,55.069,55.069,55.069,55.069,124.372,124.679,119.528,131.121,55.069,111.802,55.069
2016-03-16 00:00:00,54.786,119.69,122.758,138.249,128.721,129.253,54.786,114.99,112.145,54.786,54.786,54.786,54.786,120.949,114.805,114.668,117.634,114.936,54.786,54.786,54.786,54.786,54.786,124.772,125.078,120.259,131.963,54.786,111.089,54.786
2016-03-17 00:00:00,55.41,120.163,123.028,138.858,128.997,129.539,55.41,115.813,112.769,55.41,55.41,55.41,55.41,121.758,115.431,114.916,116.106,115.393,55.41,55.41,55.41,55.41,55.41,125.081,125.429,120.036,132.528,55.41,112.07,55.41
2016-03-18 00:00:00,56.314,120.495,123.385,139.232,129.35,129.896,56.314,116.033,113.339,56.314,56.314,56.314,56.314,122.912,115.751,115.517,116.568,115.723,56.314,56.314,56.314,56.314,56.314,125.424,125.775,120.13,133.251,56.314,112.493,56.314
2016-03-21 00:00:00,55.764,119.719,122.592,139.581,128.26,129.048,55.764,115.325,113.426,55.764,55.764,55.764,55.764,122.394,115.414,115.451,119.471,115.18,55.764,55.764,55.764,55.764,55.764,124.971,124.874,119.924,132.169,55.764,112.569,55.764
2016-03-22 00:00:00,54.159,119.165,122.298,139.198,128.035,128.736,54.159,115.037,113.502,54.159,54.159,54.159,54.159,122.071,115.306,115.191,119.327,116.473,54.159,54.159,54.159,54.159,54.159,124.667,124.62,119.992,131.912,54.159,112.779,54.159
2016-03-23 00:00:00,51.706,120.038,123.192,139.86,128.973,129.692,51.706,115.831,114.005,51.706,51.706,51.706,51.706,122.391,115.669,116.034,119.835,117.27,51.706,51.706,51.706,51.706,51.706,125.8,125.531,121.167,132.54,51.706,113.072,51.706
2016-03-24 00:00:00,51.766,119.629,122.845,139.522,128.763,129.243,51.766,115.462,114.209,51.766,51.766,51.766,51.766,122.908,115.825,115.64,119.874,116.819,51.766,51.766,51.766,51.766,51.766,125.574,125.888,120.756,132.185,51.766,112.796,51.766
2016-03-28 00:00:00,51.161,120.017,122.859,139.957,128.748,129.227,51.161,116.451,114.339,51.161,51.161,51.161,51.161,123.191,116.104,115.625,120.153,116.97,51.161,51.161,51.161,51.161,51.161,125.747,125.882,121.127,132.257,51.161,112.86,51.161
2016-03-29 00:00:00,50.863,121.178,124.823,140.805,130.069,130.486,50.863,117.87,114.842,50.863,50.863,50.863,50.863,124.364,116.62,116.74,120.842,117.845,50.863,50.863,50.863,50.863,50.863,126.99,127.456,122.189,133.951,50.863,114.47,50.863
2016-03-30 00:00:00,51.036,120.84,124.453,140.253,129.968,130.116,51.036,117.57,114.634,51.036,51.036,51.036,51.036,123.71,116.359,116.418,120.672,117.48,51.036,51.036,51.036,51.036,51.036,127.257,126.846,122.6,133.348,51.036,114.002,51.036
2016-03-31 00:00:00,50.092,121.355,124.98,140.836,130.939,130.654,50.092,118.9,114.929,50.092,50.092,50.092,50.092,123.955,116.669,116.904,121.078,117.896,50.092,50.092,50.092,50.092,50.092,127.798,127.386,123.101,134.721,50.092,114.747,50.092
2016-04-01 00:00:00,49.21,121.579,125.97,140.901,131.314,130.583,49.21,118.835,115.003,49.21,49.21,49.21,49.21,124.011,116.458,117.248,121.313,118.072,49.21,49.21,49.21,49.21,49.21,128.759,127.618,123.007,134.343,49.21,115.117,49.21
2016-04-04 00:00:00,48.962,121.816,126.212,141.171,131.223,130.839,48.962,119.05,115.319,48.962,48.962,48.962,48.962,124.085,116.728,117.476,121.474,118.204,48.962,48.962,48.962,48.962,48.962,129.034,127.857,123.005,134.677,48.962,115.368,48.962
2016-04-05 00:00:00,46.983,122.432,126.852,141.76,131.777,131.506,46.983,119.619,116.254,46.983,46.983,46.983,46.983,125.096,117.212,118.069,122.277,119.316,46.983,46.983,46.983,46.983,46.983,129.675,128.524,123.508,135.369,46.983,116.115,46.983
2016-04-06 00:00:00,48.209,121.821,126.658,140.932,131,130.841,48.209,119.053,116.076,48.209,48.209,48.209,48.209,124.506,117.046,117.484,122.068,119.085,48.209,48.209,48.209,48.209,48.209,129.407,128.006,122.893,134.68,48.209,115.533,48.209
2016-04-07 00:00:00,47.387,122.999,127.884,142.183,132.439,132.117,47.387,120.127,116.84,47.387,47.387,47.387,47.387,125.058,117.619,118.616,122.789,120.135,47.387,47.387,47.387,47.387,47.387,130.539,129.244,124.653,136.136,47.387,116.136,47.387
2016-04-08 00:00:00,48.696,122.146,127.016,141.469,131.534,131.192,48.696,119.344,116.625,48.696,48.696,48.696,48.696,123.241,117.573,118.672,122.54,119.467,48.696,48.696,48.696,48.696,48.696,128.981,128.596,123.984,135.094,48.696,115.209,48.696
2016-04-11 00:00:00,50.086,121.133,126.831,141.003,131.735,130.992,50.086,119.022,116.673,50.086,50.086,50.086,50.086,117.557,117.501,118.493,122.444,119.618,50.086,50.086,50.086,50.086,50.086,129.369,128.419,123.795,134.872,50.086,114.441,50.086
2016-04-12 00:00:00,53.173,120.722,126.516,139.899,131.198,130.537,53.173,118.569,116.409,53.173,53.173,53.173,53.173,116.447,117.243,118.088,122.032,119.314,53.173,53.173,53.173,53.173,53.173,128.016,127.982,123.409,134.23,53.173,115.017,53.173
2016-04-13 00:00:00,54.431,120.987,126.795,140.233,131.717,130.827,54.431,118.817,116.495,54.431,54.431,54.431,54.431,116.309,117.456,118.348,122.136,120.286,54.431,54.431,54.431,54.431,54.431,128.482,128.366,123.646,134.549,54.431,115.696,54.431
2016-04-14 00:00:00,55.213,119.513,126.898,139.939,131.401,129.535,55.213,118.057,116.395,55.213,55.213,55.213,55.213,116.419,117.448,118.09,122.052,120.093,55.213,55.213,55.213,55.213,55.213,128.392,128.103,123.376,133.717,55.213,115.585,55.213
2016-04-15 00:00:00,58.23,120.124,127.264,141.22,132.203,130.207,58.23,117.519,116.83,58.23,58.23,58.23,58.23,116.407,117.913,118.956,122.54,120.647,58.23,58.23,58.23,58.23,58.23,129.071,129.217,124.105,134.911,58.23,116.253,58.23
2016-04-18 00:00:00,57.626,119.807,126.924,140.859,132.246,129.858,57.626,117.232,117.256,57.626,57.626,57.626,57.626,116.276,117.981,118.639,122.891,120.76,57.626,57.626,57.626,57.626,57.626,128.743,129.34,124.692,134.69,57.626,116.417,57.626
2016-04-19 00:00:00,61.294,119.464,126.661,140.981,132.782,129.48,61.294,116.916,117.817,61.294,61.294,61.294,61.294,116.838,118.137,118.63,123.041,120.804,61.294,61.294,61.294,61.294,61.294,128.371,129.748,124.677,134.584,61.294,116.555,61.294
2016-04-20 00:00:00,63.238,118.494,125.645,141.105,131.688,128.42,63.238,116.061,118.23,63.238,63.238,63.238,63.238,116.463,117.87,118.361,122.966,121.573,63.238,63.238,63.238,63.238,63.238,127.867,128.679,125.043,134.046,63.238,116.196,63.238
2016-04-21 00:00:00,61.481,118.261,125.391,141.442,131.418,128.156,61.481,116.208,118.017,61.481,61.481,61.481,61.481,115.227,117.122,118.126,122.261,121.149,61.481,61.481,61.481,61.481,61.481,127.61,128.868,124.951,133.855,61.481,116.782,61.481
2016-04-22 00:00:00,61.285,117.906,125.587,141.272,131.001,136.013,61.285,115.877,117.969,61.285,61.285,61.285,61.285,115.071,116.95,118.16,122.09,120.839,61.285,61.285,61.285,61.285,61.285,127.526,128.193,124.726,133.597,61.285,116.312,61.285
2016-04-25 00:00:00,61.096,117.485,125.132,141.317,130.509,135.506,61.096,115.488,117.651,61.096,61.096,61.096,61.096,115.36,116.672,118.025,121.837,120.48,61.096,61.096,61.096,61.096,61.096,127.068,127.731,124.356,133.853,61.096,115.103,61.096
2016-04-26 00:00:00,60.609,117.295,124.623,141.077,130.311,135.256,60.609,116.379,117.438,60.609,60.609,60.609,60.609,115.294,116.517,117.834,121.484,120.268,60.609,60.609,60.609,60.609,60.609,127.104,127.594,124.725,133.227,60.609,115.318,60.609
2016-04-27 00:00:00,62.16,118.124,125.514,142.143,131.245,136.204,62.16,117.176,118.098,62.16,62.16,62.16,62.16,116.024,116.908,118.676,122.108,121.029,62.16,62.16,62.16,62.16,62.16,128.005,129.163,126.743,134.61,62.16,116.427,62.16
2016-04-28 00:00:00,61.64,118.425,125.814,143.048,132.341,132.178,61.64,117.463,118.756,61.64,61.64,61.64,61.64,116.318,117.052,118.992,122.618,122.142,61.64,61.64,61.64,61.64,61.64,128.261,129.022,126.817,135.171,61.64,116.684,61.64
2016-04-29 00:00:00,60.492,118.361,125.746,142.974,131.391,132.107,60.492,117.393,118.865,60.492,60.492,60.492,60.492,116.033,117.112,118.917,122.741,122.246,60.492,60.492,60.492,60.492,60.492,128.608,129.177,126.747,135.1,60.492,116.451,60.492
2016-05-02 00:00:00,61.017,117.69,125.167,142.137,130.702,130.737,61.017,116.752,118.606,61.017,61.017,61.017,61.017,115.821,116.709,118.232,122.396,121.492,61.017,61.017,61.017,61.017,61.017,127.88,128.536,126.516,134.886,61.017,116.028,61.017
2016-05-03 00:00:00,58.488,118.788,126.194,142.795,131.94,131.986,58.488,117.793,119.581,58.488,58.488,58.488,58.488,116.484,116.918,119.351,123.221,122.604,58.488,58.488,58.488,58.488,58.488,128.705,129.752,127.563,136.243,58.488,117.064,58.488
2016-09-26 00:00:00,63.692,123.402,132.728,146.54,135.932,137.02,63.692,125.559,122.412,63.692,63.692,63.692,63.692,128.337,121.5,125.683,127.719,126.503,63.692,63.692,63.692,63.692,63.692,135.377,131.634,130.664,138.019,63.692,123.544,63.692
2016-09-27 00:00:00,63.11,124.004,132.576,146.695,136.724,137.714,63.11,126.149,122.934,63.11,63.11,63.11,63.11,128.97,122.065,126.31,128.252,127.052,63.11,63.11,63.11,63.11,63.11,135.873,132.351,130.889,138.819,63.11,123.757,63.11
2016-09-28 00:00:00,64.978,123.768,132.314,146.412,136.658,137.442,64.978,125.915,123.182,64.978,64.978,64.978,64.978,128.84,122.326,126.357,128.404,126.876,64.978,64.978,64.978,64.978,64.978,136.208,132.1,130.909,138.557,64.978,123.435,64.978
2016-09-29 00:00:00,64.714,123.759,132.304,146.578,137.455,137.433,64.714,125.91,123.203,64.714,64.714,64.714,64.714,129.615,122.255,126.35,128.287,126.869,64.714,64.714,64.714,64.714,64.714,136.218,132.091,130.915,138.094,64.714,123.28,64.714
2016-09-30 00:00:00,65.882,123.165,131.66,146.179,136.898,136.757,65.882,125.488,122.727,65.882,65.882,65.882,65.882,129.083,121.866,125.731,127.85,126.139,65.882,65.882,65.882,65.882,65.882,135.563,131.495,130.288,137.422,65.882,122.657,65.882
2016-10-03 00:00:00,65.931,122.785,131.252,145.801,136.467,136.207,65.931,125.114,122.346,65.931,65.931,65.931,65.931,129.536,121.488,125.336,127.444,125.667,65.931,65.931,65.931,65.931,65.931,134.614,131.951,129.887,138.177,65.931,122.32,65.931
